author,text
EAP,"['know', 'meant', 'damning', 'faint', 'praise', 'hand', 'could', 'fail', 'seeing', 'covert', 'purpose', 'daddy', 'glorifying', 'feeble', 'abuse']"
EAP,"['principal', 'topics', 'day', 'nothing', 'fell', 'led', 'suspect', 'scientific', 'attainments']"
HPL,"['paint', 'cellar', 'inspiration', 'thickest', 'ive', 'rooms', 'furnished', 'ground', 'floor']"
EAP,"['dressed', 'however', 'exquisite', 'taste', 'doubt', 'captivated', 'friends', 'heart', 'enduring', 'graces', 'intellect', 'soul']"
HPL,"['pressure', 'took', 'opener', 'guard', 'thing', 'shut', 'pushed', 'could', 'slip', 'well', 'conditioned', 'bolt', 'done', 'door']"
HPL,"['every', 'face', 'one', 'shewed', 'nobility', 'reverence', 'one', 'reflected', 'mockery', 'pit']"
MWS,"['delicious', 'words', 'letter', 'concerned', 'can', 'not', 'tell', 'said', 'ardently', 'desire', 'see', 'mathilda']"
EAP,"['schlumberger', 'suddenly', 'taken', 'ill', 'illness', 'exhibition', 'chess', 'player']"
MWS,"['shall', 'go', 'alone', 'accompany']"
HPL,"['youth', 'deeply', 'permanently', 'impressed', 'horror', 'dissipation', 'case', 'one', 'time', 'engaged']"
EAP,"['town', 'council', 'little', 'round', 'oily', 'intelligent', 'men', 'big', 'saucer', 'eyes', 'fat', 'double', 'chins', 'coats', 'much', 'longer', 'shoe', 'buckles', 'much', 'bigger', 'ordinary', 'inhabitants', 'vondervotteimittiss']"
HPL,"['occasion', 'crawled', 'usual', 'lighting', 'way', 'matches', 'filched', 'sitting', 'room', 'match', 'safe', 'edging', 'final', 'crevice', 'eagerness', 'hard', 'explain', 'even']"
EAP,"['point', 'series', 'sweeps', 'turned', 'right', 'angles', 'pursued', 'generally', 'southern', 'direction', 'meandering', 'went', 'became', 'lost', 'small', 'lake', 'irregular', 'figure', 'although', 'roughly', 'oval', 'lay', 'gleaming', 'near', 'lower', 'extremity', 'vale']"
EAP,"['flowers', 'indeed', 'gorgeous', 'colours', 'delicate', 'odour', 'formed', 'sole', 'mere', 'decoration', 'apartment']"
MWS,"['savage', 'habits', 'done', 'radical', 'mischief', 'physical', 'powers', 'grown', 'flourished', 'influence', 'mind', 'undergoing', 'discipline', 'imbued', 'hardy', 'virtues']"
EAP,"['let', 'us', 'transport', 'fancy', 'chamber']"
HPL,"['playing', 'grew', 'fantastic', 'delirious', 'hysterical', 'yet', 'kept', 'last', 'qualities', 'supreme', 'genius', 'knew', 'strange', 'old', 'man', 'possessed']"
MWS,"['anniversary', 'hand', 'exaltation', 'raymond', 'office', 'protector', 'customary', 'celebrate', 'day', 'splendid', 'festival']"
EAP,"['roots', 'hideous', 'sight', 'clotted', 'fragments', 'flesh', 'scalp', 'sure', 'token', 'prodigious', 'power', 'exerted', 'uprooting', 'perhaps', 'half', 'million', 'hairs', 'time']"
EAP,"['could', 'made', 'head', 'strong', 'wind', 'yesterday', 'ascending', 'might', 'got', 'influence', 'requisite']"
EAP,"['rode', 'immediately', 'breakfast', 'left', 'word', 'would', 'town', 'week']"
MWS,"['spoke', 'dark', 'gloom', 'spread', 'listeners', 'countenance']"
EAP,"['many', 'night', 'midnight', 'world', 'slept', 'welled', 'bosom', 'deepening', 'dreadful', 'echo', 'terrors', 'distracted']"
EAP,"['precisely', 'ought', 'case', 'suppose', 'resistance', 'experienced', 'comet', 'extremely', 'rare', 'ethereal', 'medium', 'pervading', 'regions', 'orbit']"
HPL,"['whether', 'modern', 'student', 'could', 'ever', 'gain', 'similar', 'powers', 'mathematical', 'research', 'alone', 'still', 'seen']"
MWS,"['struck', 'fortitude', 'beauty', 'ill', 'fated', 'greek', 'constant', 'tenderness', 'towards', 'unfolded', 'asked', 'astonishment', 'act', 'merited', 'passionate', 'unrequited', 'love']"
MWS,"['least', 'resemble', 'either', 'children', 'black', 'sparkling', 'eye', 'lit', 'pride', 'totally', 'unlike', 'blue', 'lustre', 'frank', 'benignant', 'expression', 'either', 'adrian', 'idris']"
MWS,"['solitary', 'man', 'become', 'early', 'years', 'wanderer', 'soldier', 'fortune']"
EAP,"['withdrawing', 'key', 'stepped', 'back', 'recess']"
MWS,"['solitary', 'spot', 'among', 'mountains', 'shut', 'sides', 'steep', 'black', 'precipices', 'ray', 'heat', 'could', 'penetrate', 'outlet', 'sunnier', 'fields']"
HPL,"['namby', 'pamby', 'sort', 'ever', 'heard']"
MWS,"['ask', 'mother', 'idris', 'requests', 'see', 'upstart', 'interval', 'one', 'month']"
EAP,"['evident', 'motion', 'system', 'heavens', 'strange', 'say', 'referred', 'orbit', 'prodigious', 'star', 'centre', 'galaxy']"
HPL,"['land', 'sona', 'nyl', 'neither', 'time', 'space', 'neither', 'suffering', 'death', 'dwelt', 'many', 'aeons']"
EAP,"['extra', 'state', 'room', 'originally', 'engaged', 'girl', 'mistress', 'life', 'merely', 'retained']"
EAP,"['doubt', 'grew', 'pale', 'talked', 'fluently', 'heightened', 'voice']"
EAP,"['minutes', 'remained', 'wrapped', 'profoundest', 'meditation']"
MWS,"['bewildered', 'cloud', 'wonder', 'horror']"
MWS,"['resolved', 'length', 'accompany', 'perdita']"
MWS,"['woe', 'befall', 'day', 'thought', 'woe', 'tears', 'mourning', 'betide', 'hour', 'gave', 'raymond', 'another', 'hope', 'love', 'another', 'wish', 'devotion', 'thrice', 'joyful', 'moment', 'shall', 'restored', 'god', 'knows', 'put', 'trust', 'vows', 'believe', 'asserted', 'faith', 'would', 'seek', 'resolved', 'attain']"
MWS,"['grasped', 'hand', 'affectionately', 'thank', 'said', 'relieved', 'painful', 'dilemma', 'ever', 'best', 'friends']"
EAP,"['puts', 'candle']"
MWS,"['true', 'wretch']"
EAP,['poodle']
EAP,"['yes', 'perceive', 'one', 'point', 'puzzles']"
MWS,"['hear', 'call', 'names', 'william', 'justine', 'clerval', 'elizabeth', 'father', 'wretched', 'victor', 'thrust', 'sword', 'heart']"
HPL,"['bog', 'cause', 'troubles', 'barry', 'told', 'night', 'came', 'castle']"
MWS,"['sad', 'mien', 'never', 'alters', 'pulses', 'beat', 'breathe', 'yet', 'seem', 'already', 'belong', 'another', 'world', 'sometimes', 'pray', 'pardon', 'wild', 'thoughts', 'touch', 'hand', 'surprised', 'find', 'hand', 'warm', 'fire', 'life', 'seems', 'extinct', 'within']"
MWS,"['discovered', 'name', 'spot', 'whither', 'father', 'retreated', 'died', 'learnt', 'existence', 'orphan', 'children', 'short', 'interval', 'arrival', 'ulswater', 'meeting', 'park', 'occupied', 'making', 'inquiries', 'concerning', 'us', 'arranging', 'variety', 'plans', 'benefit', 'preliminary', 'introducing', 'notice']"
EAP,"['right', 'hand', 'sat', 'diminutive', 'young', 'lady', 'appeared', 'patronise']"
EAP,"['latter', 'kind', 'silk', 'designated', 'silk', 'buckingham', 'account', 'superior', 'durability', 'usually', 'prepared', 'use', 'varnished', 'solution', 'gum', 'caoutchouc', 'substance', 'respects', 'must', 'resembled', 'gutta', 'percha', 'common', 'use']"
HPL,"['armitage', 'sound', 'physique', 'despite', 'seventy', 'three', 'years', 'slept', 'disorder', 'night', 'without', 'developing', 'real', 'fever']"
MWS,"['found', 'stiff', 'hands', 'clenched', 'pressed', 'breast']"
EAP,"['graces', 'brain', 'reeled', 'glanced', 'upward']"
HPL,"['instant', 'opened', 'eyes', 'knew', 'something', 'terribly', 'wrong', 'back', 'old', 'garret', 'room', 'slanting', 'wall', 'ceiling', 'sprawled', 'unmade', 'bed']"
MWS,['selfish']
EAP,"['difficulty', 'might', 'easily', 'obviated', 'either', 'elevating', 'seats', 'company', 'turning', 'end', 'box', 'towards', 'game']"
MWS,"['still', 'think', 'time', 'even', 'absence', 'may', 'restore']"
EAP,"['like', 'true', 'frenchwoman', 'obeyed', 'frank', 'dictates', 'reason', 'generous', 'impulses', 'nature', 'despising', 'conventional', 'pruderies', 'world']"
MWS,"['situated', 'back', 'cottage', 'surrounded', 'sides', 'exposed', 'pig', 'sty', 'clear', 'pool', 'water']"
HPL,"['credit', 'whisperings', 'rural', 'grandmothers', 'insisted', 'argued', 'faith', 'existence', 'spectral', 'substances', 'earth', 'apart', 'subsequent', 'material', 'counterparts']"
MWS,"['autumn', 'warm', 'rainy', 'infirm', 'sickly', 'died', 'happier', 'many', 'young', 'people', 'flushed', 'health', 'prosperity', 'made', 'pale', 'wasting', 'malady', 'became', 'inhabitants', 'grave']"
EAP,"['recovery', 'offers', 'forty', 'fifty', 'dollars', 'reward', 'giving', 'advertisement', 'minute', 'description', 'gem', 'settings', 'declaring', 'restoration', 'avenue', 'reward', 'would', 'paid', 'instanter', 'without', 'single', 'question', 'asked']"
EAP,"['ever', 'behold', 'streets', 'insufferably', 'narrow', 'houses', 'miraculously', 'tall']"
HPL,"['elwood', 'late', 'night', 'gilman', 'waited']"
MWS,"['one', 'fortune', 'favours', 'birth', 'bestows', 'gifts', 'intellect', 'person', 'profusion', 'knew', 'bounds', 'peculiar', 'protection', 'imperfection', 'however', 'slight', 'disappointment', 'however', 'transitory', 'leave', 'touch']"
HPL,"['known', 'denys', 'barry', 'well', 'america', 'grown', 'rich', 'congratulated', 'bought', 'back', 'old', 'castle', 'bog', 'sleepy', 'kilderry']"
EAP,"['scoundrel', 'said', 'legrand', 'hissing', 'syllables', 'clenched', 'teeth', 'infernal', 'black', 'villain', 'speak', 'tell', 'answer', 'instant', 'without', 'prevarication', 'left', 'eye', 'oh', 'golly', 'massa', 'aint', 'dis', 'lef', 'eye', 'sartain', 'roared', 'terrified', 'jupiter', 'placing', 'hand', 'upon', 'right', 'organ', 'vision', 'holding', 'desperate', 'pertinacity', 'immediate', 'dread', 'masters', 'attempt', 'gouge']"
HPL,"['god', 'knows', 'world', 'longer', 'world', 'yet', 'horror', 'saw', 'eaten', 'away', 'bone', 'revealing', 'outlines', 'leering', 'abhorrent', 'travesty', 'human', 'shape', 'mouldy', 'disintegrating', 'apparel', 'unspeakable', 'quality', 'chilled', 'even']"
EAP,"['alas', 'late', 'stand', 'upon', 'brink', 'precipice']"
HPL,"['however', 'deem', 'justified', 'assuming', 'living', 'organism', 'highly', 'susceptible', 'electrical', 'storms', 'although', 'certain', 'stories', 'suggested', 'wings', 'believed', 'aversion', 'open', 'spaces', 'made', 'land', 'locomotion', 'probable', 'theory']"
EAP,"['whole', 'company', 'indeed', 'seemed', 'deeply', 'feel', 'costume', 'bearing', 'stranger', 'neither', 'wit', 'propriety', 'existed']"
MWS,"['often', 'wearied', 'toilsome', 'march', 'persuaded', 'dreaming', 'night', 'come', 'enjoy', 'reality', 'arms', 'dearest', 'friends']"
MWS,"['duties', 'towards', 'beings', 'species', 'greater', 'claims', 'attention', 'included', 'greater', 'proportion', 'happiness', 'misery']"
HPL,"['can', 'not', 'doctors', 'give', 'something', 'make', 'sleep', 'truly', 'calm', 'brain', 'thunders']"
EAP,"['minutes', 'work', 'came', 'sixpence']"
HPL,"['say', 'clear', 'idea', 'object', 'night']"
EAP,"['soirée', 'lovely', 'widow', 'mrs', 'kathleen', 'otrump', 'confident', 'meet', 'similar', 'disappointment']"
MWS,"['yes', 'said', 'elizabeth', 'go', 'although', 'guilty', 'victor', 'shall', 'accompany', 'can', 'not', 'go', 'alone']"
MWS,"['forget', 'moralizing', 'interesting', 'part', 'tale', 'looks', 'remind', 'proceed']"
EAP,"['might', 'midnight', 'perhaps', 'earlier', 'later', 'taken', 'note', 'time', 'sob', 'low', 'gentle', 'distinct', 'startled', 'revery']"
MWS,"['one', 'near', 'gentle', 'yet', 'courageous', 'possessed', 'cultivated', 'well', 'capacious', 'mind', 'whose', 'tastes', 'like', 'approve', 'amend', 'plans']"
EAP,"['tousand', 'teufel', 'growled', 'elector', 'bluddennuff']"
EAP,"['hell', 'take', 'hint', 'may', 'depend', 'upon']"
HPL,"['saw', 'small', 'black', 'aperture', 'felt', 'ghoulish', 'wind', 'ice', 'smelled', 'charnel', 'bowels', 'putrescent', 'earth']"
HPL,"['later', 'action', 'government', 'frantic', 'appeals', 'would', 'tend', 'confirm', 'monstrous', 'truth', 'could', 'hallucination', 'repeated', 'quasi', 'hypnotic', 'spell', 'ancient', 'haunted', 'shadowed', 'town']"
MWS,"['raymond', 'enchanter', 'whose', 'reign', 'ever', 'undiminished', 'king', 'whose', 'power', 'never', 'suspended', 'follow', 'details', 'common', 'life', 'still', 'charm', 'grace', 'majesty', 'adorned', 'could', 'despoiled', 'innate', 'deification', 'nature', 'invested']"
EAP,"['pondering', 'upon', 'best', 'done', 'jupiters', 'voice', 'heard']"
EAP,"['admitting', 'rule', 'le', 'moniteur', 'deny', 'insisting', 'merely', 'upon', 'exceptions', 'argument', 'letoile', 'suffered', 'remain', 'full', 'force', 'argument', 'pretend', 'involve', 'question', 'probability', 'body', 'risen', 'surface', 'less', 'three', 'days', 'probability', 'favor', 'letoiles', 'position', 'instances', 'childishly', 'adduced', 'shall', 'sufficient', 'number', 'establish', 'antagonistical', 'rule']"
MWS,"['together', 'spoke', 'little', 'yet', 'selfish', 'mind', 'sometimes', 'borne', 'away', 'rapid', 'course', 'ideas', 'would', 'lift', 'eyes', 'momentary', 'brilliancy', 'memories', 'never', 'died', 'seldom', 'slept', 'would', 'recur', 'tear', 'would', 'dim']"
EAP,"['well', 'known', 'wise', 'men', 'came', 'east', 'mr', 'touch', 'go', 'bullet', 'head', 'came', 'east', 'follows', 'mr', 'bullet', 'head', 'wise', 'man', 'collateral', 'proof', 'matter', 'needed', 'mr', 'b', 'editor']"
EAP,"['hour', 'hour', 'would', 'linger', 'side', 'dwell', 'upon', 'music', 'voice', 'length', 'melody', 'tainted', 'terror', 'fell', 'shadow', 'upon', 'soul', 'grew', 'pale', 'shuddered', 'inwardly', 'unearthly', 'tones']"
HPL,"['smell', 'men', 'sometimes', 'know', 'near', 'semblance', 'man', 'know', 'saving', 'features', 'begotten', 'mankind', 'many', 'sorts', 'differing', 'likeness', 'mans', 'truest', 'eidolon', 'shape', 'without', 'sight', 'substance']"
MWS,"['motioned', 'take', 'letter', 'walked', 'room', 'extremest', 'agitation']"
HPL,"['upon', 'usurpation', 'vitiges', 'ibidus', 'fell', 'disgrace', 'time', 'imprisoned', 'coming', 'byzantine', 'roman', 'army', 'belisarius', 'soon', 'restored', 'liberty', 'honours']"
EAP,"['rack', 'three', 'four', 'compartments', 'five', 'six', 'visiting', 'cards', 'solitary', 'letter']"
MWS,"['death', 'disease', 'level', 'men']"
EAP,"['every', 'succeeding', 'wave', 'thought', 'overwhelmed', 'new', 'terror', 'alas', 'well', 'well', 'understood', 'think', 'situation', 'lost']"
EAP,"['chantilly', 'quondam', 'cobbler', 'rue', 'st', 'denis', 'becoming', 'stage', 'mad', 'attempted', 'rôle', 'xerxes', 'crébillons', 'tragedy', 'called', 'notoriously', 'pasquinaded', 'pains']"
MWS,"['experience', 'beyond', 'fathers', 'cottage', 'mansion', 'lord', 'manor', 'chiefest', 'type', 'grandeur', 'could', 'conceive']"
HPL,"['boyhood', 'revelled', 'long', 'visits', 'found', 'weird', 'marvels', 'woods', 'beyond', 'orchard']"
EAP,"['let', 'suffice', 'say', 'period', 'speak', 'existed', 'interior', 'hungary', 'settled', 'although', 'hidden', 'belief', 'doctrines', 'metempsychosis']"
EAP,"['name', 'vrows', 'devils', 'rotterdam', 'could', 'possibly', 'portend']"
MWS,"['new', 'species', 'would', 'bless', 'creator', 'source', 'many', 'happy', 'excellent', 'natures', 'would', 'owe']"
HPL,"['wanted', 'mix', 'like', 'done', 'kanakys', 'fer', 'one', 'didnt', 'feel', 'baound', 'stop', 'em']"
EAP,"['although', 'completely', 'water', 'logged', 'yet', 'masts', 'gone', 'board', 'rose', 'minute', 'heavily', 'sea', 'staggering', 'awhile', 'beneath', 'immense', 'pressure', 'tempest', 'finally', 'righted']"
EAP,"['art', 'undoubtedly', 'surprise', 'roads', 'ordinary', 'sense', 'works', 'art', 'say', 'much', 'wonder', 'mere', 'excess', 'art', 'manifested', 'seemed', 'done', 'might', 'done', 'natural', 'capabilities', 'books', 'landscape', 'gardening', 'little', 'labor', 'expense']"
MWS,"['prepared', 'banquet', 'guests', 'lower', 'hall', 'castle', 'thither', 'idris', 'repaired', 'receive', 'entertain', 'remained']"
EAP,"['opening', 'vault', 'decide', 'controversy', 'appearance', 'mr', 'windenough', 'proved', 'parties', 'decidedly', 'wrong']"
MWS,"['could', 'hardly', 'sustain', 'multitude', 'feelings', 'crowded', 'mind']"
MWS,"['entertain', 'belief', 'cried', 'hug', 'heart', 'make', 'pillow', 'head', 'opiate', 'eyes', 'content']"
EAP,"['saw', 'exact', 'position', 'instant']"
MWS,"['many', 'living', 'deaths', 'borne', 'thee', 'raymond', 'expire', 'thy', 'victim', 'death', 'purchase', 'thee', 'lo', 'instruments', 'war', 'fire', 'plague', 'servitors']"
EAP,"['getting', 'late']"
MWS,"['incursions', 'struck', 'english', 'affright', 'towns', 'still', 'sufficient', 'population', 'feel', 'change']"
MWS,"['high', 'walls', 'tomb', 'flaming', 'sword', 'plague', 'lie']"
EAP,"['idea', 'detection', 'never', 'entered', 'brain']"
EAP,"['notorious', 'ill', 'fortune', 'must', 'end', 'yield', 'untiring', 'courage', 'philosophy', 'stubborn', 'city', 'ceaseless', 'vigilance', 'enemy']"
EAP,"['must', 'amazement', 'heard', 'frenchman', 'speak', 'spoken', 'could', 'help', 'acknowledging', 'spoken', 'truth']"
EAP,"['many', 'years', 'spent', 'foreign', 'travel', 'sailed', 'year', 'port', 'batavia', 'rich', 'populous', 'island', 'java', 'voyage', 'archipelago', 'sunda', 'islands']"
EAP,"['divisions', 'task', 'would', 'comparatively', 'easy']"
MWS,"['field', 'ice', 'almost', 'league', 'width', 'spent', 'nearly', 'two', 'hours', 'crossing']"
EAP,"['last', 'nine', 'hours', 'unquestionably', 'exciting', 'life']"
EAP,"['susceptibility', 'produced', 'said', 'say', 'destroyed', 'said', 'dupin']"
EAP,"['let', 'us', 'endeavor', 'ascertain', 'repeated', 'questionings', 'madame', 'deluc', 'boys', 'well', 'omnibus', 'driver', 'valence', 'something', 'personal', 'appearance', 'bearing', 'man', 'dark', 'complexion', 'queries', 'skilfully', 'directed', 'fail', 'elicit', 'parties', 'information', 'particular', 'point', 'upon', 'others', 'information', 'parties', 'may', 'even', 'aware', 'possessing']"
HPL,"['crazed', 'saw', 'awful', 'shadow', 'monstrous', 'resemblance', 'nauseous', 'unbelievable', 'caricature', 'blasphemous', 'effigy', 'denys', 'barry']"
MWS,"['sic', 'heart', 'heave', 'vain', 'endeavour', 'cast', 'aside', 'bitter', 'anguish', 'covers', 'waters', 'cover', 'sea']"
EAP,"['clumps', 'wild', 'flowers', 'grew', 'everywhere', 'luxuriantly', 'interspaces']"
EAP,"['grew', 'composed', 'demeanor', 'original', 'air', 'enthusiasm', 'quite', 'disappeared']"
HPL,"['would', 'city', 'greater', 'innsmouth', 'next', 'time']"
HPL,"['sufficiently', 'awake', 'see', 'whether', 'tobey', 'attending', 'duties', 'sentinel', 'felt', 'distinct', 'anxiety', 'score']"
EAP,"['kept', 'quite', 'still', 'said', 'nothing']"
MWS,"['alas', 'double', 'cruelty', 'chosen', 'sea', 'fatal', 'resolve', 'adding', 'madness', 'despair']"
MWS,"['name', 'king', 'dying', 'father', 'addressed', 'latest', 'prayers', 'barbarously', 'slighted', 'associated', 'ideas', 'unkindness', 'injustice', 'consequent', 'resentment']"
EAP,"['draught', 'medoc', 'defend', 'us', 'damps']"
EAP,"['small', 'man', 'bad', 'pay', 'total', 'sic', 'item', 'chiefly', 'disputed', 'bill', 'moderate', 'charge', 'two', 'pennies', 'dickey']"
MWS,"['yet', 'let', 'little', 'retract', 'sentence', 'passed']"
HPL,"['look', 'back', 'across', 'years', 'realise', 'unreal', 'seems', 'sometimes', 'half', 'wonder', 'old', 'dr', 'fenton', 'right', 'charged', 'excited', 'imagination']"
HPL,"['old', 'ones', 'old', 'ones', 'old', 'ones', 'shall']"
EAP,"['explanation', 'phraseology', 'mr', 'ellison', 'much', 'toward', 'solving', 'always', 'seemed', 'enigma', 'mean', 'fact', 'none', 'ignorant', 'dispute', 'combination', 'scenery', 'exists', 'nature', 'painter', 'genius', 'may', 'produce']"
HPL,"['comte', 'died', 'without', 'utterance', 'buried', 'next', 'day', 'little', 'two', 'thirty', 'years', 'hour', 'birth']"
EAP,"['paste', 'thus', 'arising', 'called', 'papyrus', 'primary', 'state', 'went', 'variety', 'processes', 'finally', 'became', 'silk']"
MWS,"['see', 'eagerness', 'wonder', 'hope', 'eyes', 'express', 'friend', 'expect', 'informed', 'secret', 'acquainted', 'can', 'not', 'listen', 'patiently', 'end', 'story', 'easily', 'perceive', 'reserved', 'upon', 'subject']"
MWS,"['pride', 'ancestry', 'patrician', 'spirit', 'gentle', 'courtesies', 'refined', 'pursuits', 'splendid', 'attributes', 'rank', 'erased', 'among', 'us']"
EAP,"['even', 'outlines', 'continents', 'seas', 'could', 'traced', 'upon', 'earth', 'anything', 'approaching', 'distinctness']"
HPL,"['rumour', 'associated', 'certain', 'consul', 'hasting', 'whose', 'work', 'stage', 'motion', 'picture', 'companies', 'attracted', 'certain', 'degree', 'attention', 'scholarly', 'breadth', 'depth', 'hasting', 'soon', 'disappeared', 'public', 'eye', 'galpin', 'became', 'name', 'parents', 'quote', 'warning', 'accents']"
MWS,"['social', 'feeling', 'sympathy', 'constituted', 'marked', 'feature', 'disposition']"
HPL,"['within', 'carven', 'mantels', 'graceful', 'stairs', 'sensible', 'pleasing', 'furniture', 'china', 'silver', 'brought', 'mother', 'land']"
EAP,"['cut', 'loose', 'high', 'spirits', 'rose', 'gently', 'steadily', 'light', 'breeze', 'north', 'bore', 'us', 'direction', 'british', 'channel']"
EAP,"['wealth', 'general', 'solution', 'knew', 'solution', 'wyatt', 'told', 'neither', 'brought', 'dollar', 'expectations', 'source', 'whatever']"
MWS,"['spoke', 'every', 'sound', 'hushed', 'every', 'thought', 'suspended', 'intense', 'attention']"
HPL,"['emperors', 'tiberius', 'maurice', 'kindly', 'honour', 'old', 'age', 'contributed', 'much', 'immortality', 'especially', 'maurice', 'whose', 'delight', 'trace', 'ancestry', 'old', 'rome', 'notwithstanding', 'birth', 'arabiscus', 'cappadocia']"
HPL,"['time', 'belief', 'supernatural', 'firm', 'deep', 'seated', 'else', 'dismissed', 'scorn', 'incredible', 'narrative', 'unfolded', 'eyes']"
EAP,"['quarrel', 'hand', 'see', 'said', 'algebraists', 'paris', 'proceed']"
EAP,"['although', 'event', 'failed', 'vivid', 'effect', 'upon', 'disordered', 'imagination', 'yet', 'evanescent', 'vivid']"
MWS,"['started', 'strength', 'returned', 'sic', 'terror', 'cried', 'oh', 'god', 'thy', 'decree']"
EAP,"['one', 'night', 'close', 'fifth', 'year', 'school', 'immediately', 'altercation', 'mentioned', 'finding', 'every', 'one', 'wrapped', 'sleep', 'arose', 'bed', 'lamp', 'hand', 'stole', 'wilderness', 'narrow', 'passages', 'bedroom', 'rival']"
MWS,"['burke', 'said', 'bodies', 'would', 'lead', 'must', 'also', 'considerable', 'degree', 'follow']"
MWS,"['never', 'loved']"
EAP,"['say', 'became', 'evident', 'appalled', 'senses', 'could', 'longer', 'hide', 'soul', 'throw', 'perceptions', 'trembled', 'receive', 'wondered', 'suspicions', 'nature', 'fearful', 'exciting', 'crept', 'upon', 'spirit', 'thoughts', 'fell', 'back', 'aghast', 'upon', 'wild', 'tales', 'thrilling', 'theories', 'entombed', 'morella']"
EAP,"['retreated', 'first', 'us']"
EAP,"['nothing', 'else', 'extraordinary', 'nature', 'occurred', 'day']"
EAP,"['moderate', 'density', 'bodies', 'well', 'established']"
EAP,"['chairs', 'table', 'match', 'forms', 'evidently', 'designed', 'brain', 'planned', 'grounds', 'impossible', 'conceive', 'anything', 'graceful']"
MWS,"['pardon', 'gentle', 'reader', 'futile', 'vanity', 'futile', 'since', 'know', 'adrian', 'felt', 'thus', 'brings', 'joy', 'even', 'lone', 'heart']"
EAP,"['found', 'great', 'many', 'passengers', 'including', 'usual', 'number', 'ladies']"
MWS,"['directed', 'everything', 'prepared', 'continuance', 'journey', 'placing', 'lovely', 'sleeping', 'charge', 'bed', 'passed', 'several', 'hours', 'acute', 'suffering']"
EAP,"['call', 'mind', 'flatness', 'dampness', 'madness', 'madness', 'memory', 'busies', 'among', 'forbidden', 'things']"
MWS,"['feel', 'yet', 'parched', 'horror', 'reflect', 'terrible', 'moment', 'without', 'shuddering', 'agony']"
HPL,"['morning', 'afternoon', 'wandered', 'alone', 'sun', 'gilded', 'village', 'talked', 'idle', 'labourers', 'barry', 'busy', 'final', 'plans', 'beginning', 'work', 'drainage']"
EAP,"['hearth', 'two', 'three', 'long', 'thick', 'tresses', 'grey', 'human', 'hair', 'also', 'dabbled', 'blood', 'seeming', 'pulled', 'roots']"
MWS,"['good', 'woman', 'stood', 'place', 'mother', 'deficiencies', 'education', 'knowledge', 'rendering', 'humble', 'defenceless', 'endeared', 'us', 'especial', 'favourite', 'children']"
HPL,"['shadows', 'gathered', 'natives', 'commenced', 'disperse', 'homeward', 'anxious', 'bar', 'indoors', 'despite', 'present', 'evidence', 'human', 'locks', 'bolts', 'useless', 'force', 'could', 'bend', 'trees', 'crush', 'houses', 'chose']"
EAP,"['astonishingly', 'said', 'second', 'still', 'quite', 'brilliant', 'air', 'art', 'wonders']"
HPL,"['partly', 'awaked', 'probably', 'sleeper', 'toward', 'window', 'restlessly', 'flung', 'arm', 'across', 'chest']"
EAP,"['shall', 'think', 'engine', 'wood', 'metal', 'compute', 'astronomical', 'navigation', 'tables', 'given', 'extent', 'render', 'exactitude', 'operations', 'mathematically', 'certain', 'power', 'correcting', 'possible', 'errors']"
HPL,"['mixed', 'present', 'scene', 'always', 'little', 'past', 'little', 'future', 'every', 'familiar', 'object', 'loomed', 'alien', 'new', 'perspective', 'brought', 'widened', 'sight']"
HPL,"['right', 'hand', 'fell', 'one', 'projecting', 'figures', 'touch', 'seeming', 'steady', 'slightly']"
HPL,"['height', 'could', 'less', 'six', 'feet', 'despite', 'general', 'air', 'age', 'poverty', 'stout', 'powerful', 'proportion']"
EAP,"['treason', 'said', 'little', 'man', 'gout']"
MWS,"['conjectured', 'notwithstanding', 'heard', 'find', 'raymond', 'st', 'stephens', 'thither', 'sped']"
EAP,"['mainly', 'occasioned', 'righteous', 'indignation', 'scoundrelly', 'popinjay', 'cut', 'fandango', 'whirligig', 'seem', 'remotest', 'idea', 'world', 'thing', 'keeping', 'time', 'steps']"
HPL,"['time', 'saw', 'reason', 'dissent', 'dictum', 'latterly', 'inclined', 'wonder', 'wonder']"
MWS,"['felt', 'assured', 'awhile', 'humoured', 'self', 'end', 'friendship', 'reason', 'would', 'gain', 'day']"
HPL,"['memory', 'broken', 'wonder', 'health', 'physical', 'mental', 'gravely', 'disturbed', 'throughout', 'period', 'residence', 'rue', 'dauseil', 'recall', 'took', 'none', 'acquaintances']"
HPL,"['aint', 'trouble', 'naow', 'start']"
EAP,"['fact', 'would', 'given', 'ten', 'thousand', 'pounds', 'pocket', 'kates', 'plum', 'could', 'invented', 'thing', 'like', 'excuse', 'complying', 'natural', 'wishes']"
EAP,"['daddy', 'chose', 'say', 'fly', 'however', 'business', 'mine']"
EAP,"['may', 'appear', 'invidious', 'miss', 'psyche', 'zenobia', 'refer', 'article', 'set', 'articles', 'way', 'model', 'study', 'yet', 'perhaps', 'may', 'well', 'call', 'attention', 'cases']"
MWS,"['know', 'chain', 'thought', 'idea', 'presented', 'instantly', 'darted', 'mind', 'murderer', 'come', 'mock', 'misery', 'taunt', 'death', 'clerval', 'new', 'incitement', 'comply', 'hellish', 'desires']"
EAP,"['frequent', 'hours', 'shall', 'need', 'sympathy', 'poetic', 'done']"
